"idDocLigne","idDocument","idJeu","question","reponse","prix"
"231","168","57","Jeu du cochon qui rit : je cherche Un oeil de cochon et un dé","Bonjour, j'ai le dé mais pas l'oeil de cochon.","20"
"232","168","2","Attrap souris : je cherche 4 souris  une bille de metal","J'ai les 4 souris (jaune, rouge, verte, bleue). Il y a une bille métal dans la boîte mais je ne peux pas garantir que ce soit celle d'origine (diamètre).","100"
"233","169","236","Bonjour, je suis à la recherche d'une pièce. La barre droite de 5 carrés jaune.
L'auriez-vous en stock ?
Merci","Bonjour, je l'ai !","20"
"235","171","236","Bonjour,
Je cherche le tout petit carré jaune pour compléter mon jeu. En auriez-vous un en stock?
Cordialement.","Bonjour, oui j'ai !","20"
"239","173","236","Bonjour, auriez vous une pièces détachées blokus rouge de 2 carrés en stock ? Merci","Bonjour, oui j'ai !","20"
"240","174","57","Bonjour, auriez vous 4 pattes rouges pour compléter mon jeux s'il vous plaît ?","Bonjour, oui j'en ai 4 !","80"
"241","175","143","Bonjour
il me manque 4 dominos
J'ai fais une photo de ceux que j'ai  (côté chiffres pour faire plus simple)
Par déduction, je pense qu'il manque le double 1, le 4-0, le 6-4 et 6-5 mais pas certaine","Bonjour, c'est bien ces 4 dominos qu'il vous manque. J'ai les 4 !","80"
"242","175","128","Dans le sabot supplémentaire (carte contour grise) j'ai besoin des cartes numéros :
4, 5, 23, 26, 38, 39, 40, 41 et 53","Il me manque la 38.","40"
"243","175","63","Dans ce jeu j'ai besoin des lettres suivantes :
1 B, 
3 C, 
1 D, 
1 F, 
1 K, 
1 O, 
1 T, 
1 Y 
et 1 Z","Je les ai toutes !","120"
"244","175","163","Pour celui ci le sablier","Je ne l'ai pas","0"
"245","176","121","bonjour, je viens de récupérer ce jeu, il me manque des pièces:
auriez-vous, s'il vous les plait?
2-2-2
6-6-6
1-2-4
0-2-2
0-2-3
0-2-4
0-3-4
En remerciant pas avance!","Bonjour, comme je vous l'ai dit sur le message le 6-6-6 n'existe pas. J'ai tous les autres (le 0-2-3 n'est pas tout à fait de la même couleur et très légèrement plus grand).","100"
"246","176","236","Bonjour,
il me manque deux pièces dans le jeu blokus, celles prises en photo,
ce serait super de  pouvoir complèter ce jeu que je viens d'acheter d'occasion...","Je ne les compte pas comme convenu","0"
"247","177","121","Bonjour, je suis à la recherche de la pièce 0-4-4. Auriez vous cela en stock ?
Cordialement 
Contact : luciefournier01@aol.com","Bonjour, oui j'ai !","20"
"248","178","184","Bonjour, 
je cherche les pieces suivantes pour ce jeu de scrabble: 
1-A
1-D
1-F
1-O
1-U
Est-il possible de les acheter?
Merci d'avance
rogerravella@hotmail.com","Bonjour, j'ai ces 5 pièces ! (1€) J'ajoute ici le coût des deux pièces d'échec (2€)","300"
"249","179","33","Hello il me faudrait 2 plateaux carton du jeu (le corps du malade)","(Re) salut ! Comme convenu je te mets les deux plateaux avec les supports rouges. Je te mets aussi les boîtes car de toute façon je ne vais pas les garder.","350"
"250","180","234","Bonjour, j'ai acheté ce jeu d'occasion et il manque un pion violet. En avez-vous un s'il vous plaît?
Merci! ","Bonjour, oui j'ai !","20"
"251","181","185","Bonjour. Avez-vous 2 chevalets et les pieces suivantes:
- 1 D
- 1 E
- 2 S
- 2 T
- 3 I
- 3 N
- 3 A
- 1 O
- 2 N
- 1 R
- 1 L
- 1 K
Pourriez vous me dire le montant et la couleur des chevalets?
Mercî !!!","Bonjour, comme convenu par SMS : lot de pièces sans les chevalets.","200"
"252","182","79","Bonjour j aimerai savoir s'il est possible d'avoir le dé, merci","Bonjour, oui j'ai !","20"
"253","183","179","Bonjour, je recherche le domino 26  ( 1 exemplaire) L’avez vous?","Bonjour, oui j'ai !","20"
"255","185","194","Bonjour, Avez-vous ces pièces :
Toutes les cartes, sauf : aliment/vêtement, chanson/fruit, émission film/fleur, animal/personnage fiction, musicien/prénom fille, rivière/voiture, île/oiseau.
Je possèdes ces cartes (7 sur 13), les 6 autres sont manquantes.
Merci","Bonjour, oui j'ai les 6 qu'il vous manque !","100"
"257","187","57","Bonjour, avez-vous un jeton oeil vert translucide ?
Merci d'avance !
Cordialement","Bonjour, oui j'en ai un !","20"
"258","188","83","Bonjour, 
Auriez-vous 1 épée jaune, 2 épées vertes et 3 épées bleues?

Je vous remercie par avance","Bonjour, oui j'ai ces 6 épées !","100"
"259","189","52","Bonjour ! Sur le Labyrinthe édition 1994, j’aurai besoin : - 1 pion jaune, - 1 pion vert, - 1 plaque de déplacement ligne droite. Merci","Bonjour, nous avons fini par y arriver ! J'ai ces 3 pièces !","60"
"261","191","159","Bonjour, 
Je recherche 2 baguettes noirs ainsi que la carte magique ronde numéro 2.
Avez vous ces pièces?
Merci d’avance,
Cordialement","Bonjour, je n'ai pas les baguettes. J'ai la carte ronde numéro 2.","20"
"262","191","29","Bonjour, 
Pour ce jeu, je recherche la règle du jeu ainsi que le sablier.
Avez-vous ces pièces?
Merci d’avance, 
Cordialement","Je n'ai pas ces pièces.","0"
"263","191","191","Bonjour, 
Pour ce jeu, j’aurai besoin des pièces suivantes:
- plateau
- règle
- 2 cartes yes
- 1 de blanc
- les billets
- 2 tracteurs
- 1 baril pétrole
- 3 lingots
Merci d’avance, 
Cordialement","J'ai le plateau. Je n'ai pas la règle. J'ai 2 cartes yes (j'ai pris au hasard). J'ai 1 dé blanc (il y en a un écrit en français et l'autre en anglais, lequel voulez-vous ?). J'ai les billets ( 10, 20, 50 et 100 000). J'ai 2 tracteur. Pas de baril. 2 lingots","350"
"264","191","72","Bonjour,
Pour ce jeu, il me manque les pièces suivantes:
- règle 
- 4 maisons
- 1 carte chance et 1 carte caisse de communauté
Merci d’avance,
Cordialement","J'ai tout : la règle, les 4 maisons, 1 carte chance (prise au hasard) et 1 carte caisse communauté (prise au hasard).","100"
"265","191","96","Bonjour,
Pour ce jeu, il me faudrait juste une tige rose.
Merci d’avance,
Cordialement","J'ai !","20"
"266","191","42","Bonjour, 
Pour ce jeu, il me manque 2 jetons rouge et 2 jetons vert.
Merci d’avance,
Cordialement","J'ai ! J'ai ajouté le Tangram que vous m'avez demandé par mail.","60"
"267","192","203","Bonjour avez vous la lettre S qui va avec le soleil.... pour mon petit garçon....
Merci d'avance....
PS si jamais vous arrivez à avoir le jeu casse baraque il nous manque une pièce de la maison en brique et ce jeu est sentimentale pour moi et mon petit garçon ","Bonjour, oui j'ai la tuile S pour ce jeu ! (J'ai supprimé votre première demande). J'ajoute ici le tarif de la pièce pour Cass Baraque.","40"
"269","194","41","bonjour, il me manque juste le pion bleu. Merci pour votre initiative Christian Javaux 0032478300454","Bonsoir, j'ai ! Merci de me préciser par retour de mail s'il s'agit du pion bleu clair ou bleu foncé.","20"
"270","194","30","bonjour, Pour le jeu ""Destins- Le jeu de la vie chez MB, il me manque 3 petites voitures (rouge, jaune, noire?ou .... ).Je possède 1 bleue, 1 verte, 1. blanche. Il me manque 1 petit fanion et quelques pions roses et bleus. Félicitations pour votre initiative. Christian","Je n'en ai plus. Merci pour votre soutien !","0"
"271","195","200","Bonjour,
Auriez vous la voiture verte ainsi qu'un toit du royal hôtel de disponible ?
Merci.","Bonjour, j'ai ces deux pièces.","40"
"272","195","30","Bonjour,
Auriez vous encore disponible :
- les 6 voitures
- les pions roses et bleus
- les 2 petits fanions ?
Merci.","Je n'ai plus ces pièces.","0"
"274","197","52","Bonjour, je suis à la recherche de 2 pièces couloirs svp?
Merci. 
Bonne journée","Bonjour, j'ai 2 pièces couloirs. Merci de répondre à ce mail pour me préciser si vous voulez des lignes droites ou des virages, ou un de chaque.","40"
"275","198","141","il me manque la plaque triangulaire 5.5.3 de couleur crème","Bonjour, comme convenu par mail j'ai les 4 pièces que vous demandez.","80"
"276","199","83","Bonjour , je recherche une épée verte.
Merci.","Bonjour, j'ai !","20"
"277","200","192","Bonjour, avez-vous l'arme révolver ? Merci","Bonjour, oui j'ai ! (état d'usage)","20"
"278","201","191","Bonjour, il me manque certaines pièces de ce jeu. Les avez-vous ? : 2 tracteurs, 1 building, 1 lingot, 1 satellite, 1 dé blanc, 1 pion noir, 1 carte YES Banque 40 000 et 1 YES Subvention 20 000 biens sur 1 continent, et pour les socles 1 rouge, 2 bleu, 3 noirs, 4 verts et 6 jaunes. Merci d'avance.","Bonjour, j'ai tout sauf le lingot et le pion noir.","200"
"280","203","162","Bonjour, nous avons perdu un ""E"" de notre SCRABBLE de voyage lors de la première utilisation. Les pièces sont tellement petites ! Auriez vous cette pièce ?","Bonjour, je confirme, elles sont petites ces pièces ! J'ai le E qu'il vous manque.","20"
"281","204","178","Bonsoir, je recherche le pion majordome de ce jeu.
Est-il disponible ?
Merci d'avance.","Bonjour, oui j'ai !","20"
"282","205","86","Bonjour vous reste t il un jeton rouge ?","Bonjour, oui j'ai !","20"
"284","207","184","BONJOUR, avez vous le C. IL ME MANQUE UN DANS MON JEU DE SCRABBLE","Bonjour, oui j'ai un jeton C. ","20"
"287","210","236","Bonjour, tout d'abord, très bonne idée ce site !
Nous recherchons 3 pièces rouges du Blokus : le carré 1 pièce et 2 pièces indiquées par des flèches sur la photo. 
Merci d'avance pour votre retour,
Cordialement
Séverine Quillévéré","Bonsoir, je n'ai plus le carré 1 pièces. J'ai les deux autres pièces (rouge). Il faut aussi que vous ayez bien la même édition que celle qui est en photo car suivant les éditions le format des pièces n'est pas le même.","40"
"288","211","72","Bonjour, je cherche à acheter des billets de banque de monopoly. L équivalent d un lot entier. De n importe quelle édition. En réalité,  je suis prof de svt et j ai demandé à mes élèves de fabriquer des jeux de société sur le thème du recyclage et de la préservation des ressources.","Bonjour, les billets de cette édition ne sont pas en bon état. Je vous ai mis un lot de billets d'un Monopoly classique (billets de 100, 500, 1000, 2000, 5000, 10000 et 50000). J'ajoute ici les deux lots de pions pour le trivial pursuit (3,50€)","600"
"289","212","64","Bonjour
Auriez vous le dragon rouge?
Merci. 
Cordialement. 
Magali.","Bonjour, oui j'ai !","20"
"290","213","94","Bonjour le jeu le plus complet possible svp","Bonjour comme convenu par SMS. J'ajoute ici le tarif pour la carte SPY du jeu les mystères de Pékin.","320"
"291","213","219","Bonjour le jeu le plus complet possible svp","Comme convenu","200"
"292","213","20","Bonjour le jeu le plus complet possible svp","Comme convenu","200"
"293","213","88","Bonjour le jeu le plus complet possible svp","Comme convenu.","200"
"294","214","180","Bonjour, il nous manque 1 pièce d'or, 1 bille magnétique et un sablier. Auriez-vous ces pièces? Merci","Bonjour, je n'ai plus le sablier. J'ai une bille magnétique et 1 pièce d'or.","40"
"296","216","18","Bonjour, j'aimerais 2 socles, 1 dé rouge, 1 dé vert et 4 billes d'hippoglouton! Merci et bonne journée.","Bonjour, comme convenu 2 socles, 1 dé rouge, 1 dé vert et 4 billes !","100"
"297","217","184","Bonjour, 
Il me manque un S dans cette édition.
Pouvez vous me le procurer svp? Si oui quel est votre tarif ?
Merci","Bonjour, oui j'ai !","20"
"298","218","121","Bonjour je recherche la pièce 002
Merci","Bonjour, j'ai !","20"
"299","219","21","Bonjour, il me manque quelques troncs d’arbre. J’aimerais 2 jaunes et 3 oranges s’il vous plaît. 
Merci","Bonjour, je vous mets 2 troncs jaunes et 3 orange.","100"
"300","219","190","Bonjour, il me manque 1 élément bleu(mouche), je vous joint lequel en photo.","Je l'ai !","20"
"302","221","159","Bonjour,
Je suis ravie d'être tombée sur votre article dans un journal car je ne peux plus jouer à ce jeu, il me manque des pièces. Il me manque :
- 1 pion rouge
- 6 baguettes magiques en bois
- la carte-magique n° 11
- 1 carte-labyrinthe (je pense que c'est 1 carte d'angle)
Merci beaucoup.","Bonjour, je n'ai pas les 6 baguettes magiques. J'ai le pion rouge, la carte n°11 (tuile ronde) et une carte d'angle labyrinthe. ","60"
"303","222","86","Bonjour,

Est-il possible de vous acheter sur le jeu puissance 4
1 jeton rouge et 1 jeton jaune ?

Merci d'avance

Louis","Bonjour, oui c'est possible ! J'ai les deux jetons que vous cherchez.","40"
"306","225","26","Bonjour avez vous 1 lapin violet svp. Merci","Bonjour, oui j'ai !","20"
"308","227","57","Bonsoir  Avez vous un jeton oeil  vert et un dé
Bien cordialement","Bonjour, oui j'ai !","40"
"309","228","192","Bonjour,
D'abord bravo pour votre initiative, c'est super !  je suis à la recherche du revolver et de la matraque. Mon edition du Cluedo est assez recente, mai cela n'a pas vraiment d'importance. Avez vous ces pièces en stock ?
Merci :)","Bonjour, je vous remercie pour votre soutien ! J'ai la matraque et le revolver (je viens d'en retrouver un !)","40"
"310","229","192","Bonjour il me manque les armes l'etui et le carnet.,.","Bonjour, je peux vous fournir 4 armes (corde, poignard, chandelier, clé anglaise) et l'étui. Je n'ai plus le carnet d'origine, j'ai des exemplaires photocopiés et déjà découpés au bon format.","140"
"311","230","229","bonjour j 'aurais besoin de 2 murs: celui ou est dessiné un bagnard ,un lit et celui ou un fantome apparait dans une glace, une bille magnetique.  1 pyramide or, 4 cartes n°1 :canard , chien ,hippo, landau .ramses 2 ravensburger 1997. 4 tours completes de castello del drago beleduc.","Bonjour, c'est une belle liste ! Pour Castello je peux vous fournir 4 tours complètes. Sur l'un des supports d'une tour il y a une tâche noire (produit qui a coulé dessus, il est peut-être possible de poncer la tâche).","200"
"312","230","23","l'etui confidentiel Cluedo PARKER 92","J'ai ! (état d'usage)","50"
"313","230","180","2 murs  celui avec le bagnard dessiné , et celui avec le fantome, une bille magnetique dans l'ecole des fantomes de haba","Je n'ai pas les murs, j'ai la bille magnétique.","20"
"314","230","188","10 fiches blanches pour les reponses Mastermind 1976","J'ai les 10 fiches blanches.","50"
"315","230","89","1 pyramide or , 4 cartes tresors n 1 :canard , chien , hippo, landeau dans RAMSES 2 de 1997","J'ai ces 5 éléments.","100"
"316","230","120","é cartes triangulaires et 7 fiches recompenses dans"" triominos my first ""","J'ai les 7 fiches récompenses. J'ajoute les deux triominos que vous avez demandés.","75"
"317","230","211","les 4 paniers du verger de haba, une prune , une pomme , une cerise,une poire.","J'ai 1 panier et les 4 fruits que vous demandez.","100"
"318","231","214","Bonjour, Je souhaiterais une pièce du jeu triolet, il s'agit du 1.
Merci","Bonjour, j'ai !","20"
"320","233","30","Bonjour,  avez vous les billets de 1000, 5000 et 10000 svp? Cordialement.  Anthony","Bonjour, oui j'ai ! Je vous mets les 3 liasses.","100"
"321","234","113","Bonjour, je recherche le poteau jaune crenelé qui se dresse à la fin du piège.","Bonjour, j'ai !","50"
"322","235","150","Bonjour, 
Avez-vous les chaussures magnétiques du loup ?","Bonjour, oui j'ai !","20"
"324","237","246","Bonjour, je recherche juste tous les burgers. A combien sont ils svp? Merci d'avance cordialement","Bonjour, comme écrit sur le mail j'ai tous les burgers sauf le 1 et 3 rouge et le 4 jaune. Je complète avec 3 burgers d'une autre édition (couleur légèrement différente).","260"
"325","238","246","Bonjour avez vous le burger jaune à un point.
Merci
Sp","Bonsoir, oui j'ai !","20"
"326","239","118","Je recherche  pour le jeu ""le Cochon qui rit"" 6 yeux et 2 pattes. Merci de me tenir informée","Bonjour, je n'ai plus de pièces pour les yeux. J'ai les 2 pattes.","40"
"327","240","180","Bonjour, comme convenu sur Facebook, merci de me faire parvenir un devis pour une pièce du jeu Money drop. Il s'agit d'une liasse rouge d'une valeur de 30 000€.
Merci par avance.
Cordialement
Mme Sauzeau
mail : naureli.sauzeau@gmail.com","Bonjour, j'ai bien la liasse rouge de 30 000€. ","20"
